Provider,Model,Prompt Tokens,Generation Tokens,Stream,Temperature,Logprobs,Concurrency,Time To First Token,Latency Per Token,Num Tokens,Total Latency,Num Requests,Qps,P50 Time To First Token,P90 Time To First Token,P99 Time To First Token,P99.9 Time To First Token,P50 Total Latency,P90 Total Latency,P99 Total Latency,P99.9 Total Latency,P50 Latency Per Token,P90 Latency Per Token,P99 Latency Per Token,P99.9 Latency Per Token
adaptive,test,124.0,128,True,1.0,,0.125,462.950566643849,21.797921249188136,129.0,3274.8824077891186,5,0.1250318541320632,460.0,480.0,480.0,480.0,3300.0,3400.0,3400.0,3400.0,22,23,23,23
adaptive,test,124.0,128,True,1.0,,0.5,529.6408397620186,22.568680467776726,128.96153846153845,3440.0862741122883,26,0.5578093775464474,530.0,540.0,650.0,650.0,3500.0,3500.0,3500.0,3500.0,23,23,23,23
adaptive,test,124.0,128,True,1.0,,1.0,521.2755539471766,22.840094453228946,129.0185185185185,3468.060297809576,54,1.1616622078971168,520.0,540.0,580.0,580.0,3400.0,3600.0,3600.0,3600.0,23,24,24,24
adaptive,test,124.0,128,True,1.0,,2.0,563.2059984642116,23.20779563464379,129.02777777777777,3557.6076898529814,108,2.282833893614796,520.0,580.0,1800.0,2100.0,3500.0,3700.0,4800.0,5200.0,23,24,25,25
adaptive,test,124.0,128,True,1.0,,4.0,1478.8661542360257,23.943934011039687,129.00913242009133,4567.8182155341465,219,4.593021995335867,550.0,3700.0,5400.0,5800.0,3700.0,6800.0,8500.0,8900.0,24,25,25,25
adaptive,test,124.0,128,True,1.0,,6.0,9576.246430736728,24.34488008079794,128.96470588235294,12715.87286995605,255,5.378225604634166,10000.0,13000.0,15000.0,15000.0,13000.0,16000.0,18000.0,18000.0,24,25,25,26
adaptive,test,124.0,128,True,1.0,,8.0,14633.225755380256,24.218564540682944,128.96234309623432,17756.450766714574,239,5.408797114584919,16000.0,23000.0,24000.0,25000.0,19000.0,26000.0,27000.0,28000.0,24,25,26,26
adaptive,test,124.0,128,True,1.0,,10.0,17655.27468598311,24.209389308899787,128.98823529411766,20777.996373871872,255,5.38789655637779,19000.0,29000.0,31000.0,31000.0,22000.0,32000.0,34000.0,34000.0,24,25,25,26
adaptive,test,124.0,128,True,1.0,,12.0,19790.83166630738,24.230125527228328,128.98431372549018,22916.10308916025,255,5.385839994331901,21000.0,33000.0,35000.0,35000.0,24000.0,36000.0,38000.0,38000.0,24,25,25,25
adaptive,test,124.0,128,True,1.0,,14.0,20996.00279735328,24.32326903651676,128.99607843137255,24133.60098641658,255,5.382317970318884,23000.0,35000.0,38000.0,38000.0,26000.0,39000.0,41000.0,41000.0,24,25,25,25
adaptive,test,124.0,128,True,1.0,,16.0,21510.25378627511,24.101936727456707,129.02745098039216,24620.031680714103,255,5.38275866218376,23000.0,37000.0,39000.0,39000.0,27000.0,40000.0,42000.0,42000.0,24,25,25,26
adaptive,test,124.0,128,True,1.0,,18.0,21712.52128853858,24.251931476290885,129.00836820083683,24841.2083910557,239,5.399137942159365,23000.0,38000.0,40000.0,40000.0,26000.0,41000.0,43000.0,43000.0,24,25,25,25
adaptive,test,124.0,128,True,1.0,,20.0,22114.813336115196,24.960927718811778,129.0,25334.715916141944,239,5.3729945377126525,23000.0,38000.0,41000.0,41000.0,26000.0,42000.0,44000.0,44000.0,25,27,43,43
adaptive,test,252.0,128,True,1.0,,0.125,461.25156679190695,22.112926420243095,129.0,3313.8190750032663,5,0.12668897020290829,460.0,470.0,470.0,470.0,3300.0,3500.0,3500.0,3500.0,22,24,24,24
adaptive,test,252.0,128,True,1.0,,0.5,627.9411250456737,22.20905216602063,129.07692307692307,3494.646080115882,26,0.5634859433483655,550.0,880.0,1300.0,1300.0,3400.0,3700.0,3900.0,3900.0,23,24,24,24
adaptive,test,252.0,128,True,1.0,,1.0,523.5360717030104,22.74740293680543,128.88888888888889,3455.2129568290657,54,1.1269423389626079,520.0,540.0,550.0,550.0,3400.0,3600.0,3700.0,3700.0,23,24,25,25
adaptive,test,252.0,128,True,1.0,,2.0,529.3555821894472,24.499106575547835,128.91743119266056,3687.63831840858,109,2.345929614055826,510.0,560.0,810.0,870.0,3600.0,4600.0,4700.0,4700.0,23,32,32,32
adaptive,test,252.0,128,True,1.0,,4.0,682.9721482627979,24.801128307451528,129.00456621004565,3882.4144374604707,219,4.720585137743313,520.0,830.0,3800.0,4200.0,3600.0,4500.0,7300.0,7600.0,24,28,30,30
adaptive,test,252.0,128,True,1.0,,6.0,1439.2623157421076,26.730446802833725,128.99103139013454,4887.253659549211,223,7.652958665750098,550.0,4200.0,5000.0,5100.0,4100.0,7500.0,8400.0,8600.0,27,28,29,29
adaptive,test,252.0,128,True,1.0,,8.0,4459.1491254605235,27.927439450013047,128.9106699751861,8059.4592315162745,403,8.848974191569472,4500.0,6700.0,7700.0,7900.0,8200.0,10000.0,11000.0,11000.0,28,30,33,33
adaptive,test,252.0,128,True,1.0,,10.0,9213.263928051661,27.2221183244839,128.9769053117783,12724.292331526818,433,9.325497103180219,9900.0,13000.0,14000.0,14000.0,13000.0,16000.0,18000.0,18000.0,27,28,30,30
adaptive,test,252.0,128,True,1.0,,12.0,12361.999508836865,27.33412254604004,129.0161662817552,15888.470935044588,433,9.301414014608772,13000.0,18000.0,20000.0,20000.0,17000.0,22000.0,24000.0,24000.0,27,28,29,29
adaptive,test,252.0,128,True,1.0,,14.0,14849.778080230813,27.49350997177943,128.99502487562188,18396.264145308316,402,9.357155323020965,16000.0,23000.0,25000.0,25000.0,20000.0,27000.0,28000.0,29000.0,27,28,30,30
adaptive,test,252.0,128,True,1.0,,16.0,16720.435335634247,27.628952530360642,128.98152424942262,20283.850656955947,433,9.299136540905799,18000.0,27000.0,29000.0,29000.0,21000.0,30000.0,32000.0,32000.0,28,29,31,34
adaptive,test,252.0,128,True,1.0,,18.0,18045.1562868471,27.41254465231529,128.9930715935335,21581.18275481041,433,9.290774472209527,19000.0,29000.0,32000.0,32000.0,23000.0,33000.0,35000.0,35000.0,27,28,30,30
adaptive,test,252.0,128,True,1.0,,20.0,19436.9425281087,27.485387876453853,129.01385681293303,22982.90427819198,433,9.322277351017254,21000.0,32000.0,34000.0,34000.0,25000.0,36000.0,38000.0,38000.0,27,28,30,30
adaptive,test,508.0,128,True,1.0,,0.125,460.94251659233123,21.857051744284615,129.0,3280.5021916050464,5,0.12483998037707751,460.0,460.0,460.0,460.0,3300.0,3400.0,3400.0,3400.0,22,23,23,23
adaptive,test,508.0,128,True,1.0,,0.5,518.9562258892693,22.5999997763869,129.0,3434.356197043179,26,0.5768644248757604,510.0,550.0,560.0,560.0,3400.0,3500.0,3600.0,3600.0,22,23,24,24
adaptive,test,508.0,128,True,1.0,,1.0,533.7928556405974,22.9295992667346,128.94444444444446,3490.4083463695347,54,1.137535836780471,520.0,580.0,680.0,680.0,3400.0,3700.0,3800.0,3800.0,23,24,24,24
adaptive,test,508.0,128,True,1.0,,2.0,527.1429758905562,24.204682979768634,129.0183486238532,3650.009944591748,109,2.3297303842336423,520.0,580.0,590.0,620.0,3600.0,4000.0,4000.0,4100.0,24,26,27,27
adaptive,test,508.0,128,True,1.0,,4.0,641.813701060154,25.352496548844197,128.97716894977168,3911.69815752432,219,4.664227686874383,520.0,560.0,3500.0,3900.0,3700.0,4300.0,6900.0,7300.0,25,28,30,30
adaptive,test,508.0,128,True,1.0,,6.0,1221.8586044533417,27.759469183838185,128.99694189602445,4802.740136944313,327,6.971498495818867,540.0,3700.0,4800.0,5300.0,4100.0,7300.0,8700.0,9000.0,28,29,30,30
