Provider,Model,Prompt Tokens,Generation Tokens,Stream,Temperature,Logprobs,Concurrency,Time To First Token,Latency Per Token,Num Tokens,Total Latency,Num Requests,Qps,P50 Time To First Token,P90 Time To First Token,P99 Time To First Token,P99.9 Time To First Token,P50 Total Latency,P90 Total Latency,P99 Total Latency,P99.9 Total Latency,P50 Latency Per Token,P90 Latency Per Token,P99 Latency Per Token,P99.9 Latency Per Token,Total Requests,Incomplete Requests Nofirstchunk,Incomplete Requests Nolastchunk,Incomplete Requests
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,0.125,31.186292180791497,21.84102995978736,129.0,2848.6791569933607,6,0.1278169217369219,31,32,32,32,2800.0,2800.0,2800.0,2800.0,22,22,22,22,7,0,0,0
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,0.5,44.477831608114336,22.33707589868121,129.03846153846155,2926.8102029992197,26,0.5782404254349932,44,51,62,62,2900.0,3000.0,3000.0,3000.0,22,23,23,23,29,0,2,2
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,1.0,44.32781862043258,22.747344721033897,129.03703703703704,2979.565050463727,54,1.1783789779016576,42,69,71,71,3000.0,3100.0,3100.0,3100.0,23,24,24,24,58,0,3,3
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,2.0,48.68818944298916,23.501525529418867,129.02727272727273,3081.003502452619,110,2.3859982966590816,41,79,83,83,3000.0,3400.0,3500.0,3500.0,23,26,27,27,117,0,6,6
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,4.0,54.98668883385992,24.682878846282254,128.92342342342343,3236.408407642057,222,4.826165875939383,48,110.0,110.0,110.0,3100.0,3800.0,4000.0,4000.0,24,29,30,34,235,0,12,12
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,6.0,64.41821197836087,26.80505904821343,129.01506024096386,3522.6886065526733,332,7.229124760291807,51,140.0,160.0,180.0,3400.0,4100.0,4400.0,4400.0,26,31,33,33,353,0,20,20
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,8.0,71.8856549914505,27.74985641996503,129.00678733031674,3651.859256190804,442,9.719338179491036,52,150.0,200.0,340.0,3400.0,4500.0,4900.0,4900.0,26,34,37,37,471,0,28,28
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,10.0,84.55057229561582,29.747392584755527,129.0,3921.9278989653308,552,12.265590247912584,57,210.0,360.0,820.0,3600.0,5200.0,5700.0,5800.0,27,39,43,43,588,0,35,35
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,12.0,95.226053389088,30.75634634117115,128.98335854765506,4062.38946630077,661,14.751558185525237,59,250.0,560.0,820.0,3700.0,5400.0,5900.0,6000.0,28,40,44,45,706,1,43,44
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,14.0,110.97605547737258,32.43997851376778,129.00778210116732,4295.956054184497,771,17.36875590735165,61,280.0,790.0,1200.0,3800.0,6000.0,6600.0,6700.0,29,44,49,50,824,0,52,52
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,16.0,121.91881936421122,34.10932268608239,129.01025056947609,4522.199721812405,878,19.899759737321798,64,270.0,1400.0,1800.0,3900.0,6400.0,7100.0,7200.0,30,48,53,54,941,0,62,62
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,18.0,170.40537234689023,35.797516976416084,129.00304259634888,4788.352937151279,986,22.483045210512202,74,370.0,1700.0,2100.0,4100.0,6800.0,7600.0,7700.0,31,51,57,58,1059,0,72,72
vllm,meta-llama/Llama-3.1-8B-Instruct,124.0,128,True,1.0,,20.0,271.14560025631147,37.73429353574399,128.97058823529412,5137.663301825074,1088,25.11833432595114,86,430.0,2700.0,3100.0,4400.0,7400.0,8300.0,8400.0,33,55,62,63,1177,1,87,88
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,0.125,31.734788022004068,21.89499003916001,128.8,2851.7838776111603,5,0.12937451978125977,32,32,32,32,2900.0,2900.0,2900.0,2900.0,22,22,22,22,7,0,1,1
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,0.5,44.34325451102968,22.395510468100234,129.0,2933.36410489596,26,0.5814852826405039,44,52,63,63,2900.0,3000.0,3000.0,3000.0,22,23,23,23,29,0,2,2
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,1.0,45.267040813255505,22.807966407351135,129.0185185185185,2987.9102358547107,54,1.1834109942541722,44,70,72,72,3000.0,3100.0,3200.0,3200.0,23,24,24,24,58,0,3,3
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,2.0,49.67021185544912,23.756375806223055,129.0,3114.2646818993276,110,2.398231585481343,46,81,85,85,3000.0,3500.0,3600.0,3600.0,23,26,27,27,117,0,6,6
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,4.0,57.380858849843634,24.89932493312312,128.98642533936652,3269.065773062939,221,4.837370912150473,48,110.0,120.0,310.0,3100.0,3900.0,4100.0,4100.0,24,29,31,31,235,0,13,13
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,6.0,67.06188953294506,27.16706667945369,128.9546827794562,3570.286646840905,331,7.282159692402884,53,140.0,160.0,160.0,3400.0,4300.0,4500.0,4600.0,26,32,34,34,353,1,20,21
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,8.0,76.73048136631508,28.176748051169195,129.00904977375566,3711.844006963643,442,9.770029829361556,54,170.0,210.0,410.0,3500.0,4700.0,5100.0,5100.0,26,35,38,38,471,0,28,28
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,10.0,85.95556635942019,30.044752695318138,129.00181488203268,3961.743492475278,551,12.209856305069094,55,190.0,300.0,660.0,3600.0,5100.0,5600.0,5600.0,28,38,41,42,588,0,36,36
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,12.0,100.78387861066102,31.431487388517688,129.00151285930409,4155.370660936009,661,14.858996837947354,59,270.0,510.0,1400.0,3700.0,5600.0,6200.0,6300.0,28,42,46,48,706,0,44,44
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,14.0,114.21909858926801,33.52110088602715,129.01690507152145,4439.026247479733,769,17.495886783136825,62,280.0,1000.0,1500.0,3800.0,6400.0,7000.0,7100.0,29,48,52,53,823,0,53,53
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,16.0,137.95696928799302,35.49991053136233,129.01140250855187,4717.7793978612035,877,20.12778274086269,68,300.0,1300.0,1700.0,4100.0,6900.0,7600.0,7700.0,31,51,57,58,942,1,63,64
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,18.0,200.98030641246285,37.63252638647102,129.01322482197355,5056.070784149841,983,22.82167315908911,84,400.0,2000.0,2400.0,4200.0,7400.0,8300.0,8300.0,32,55,61,62,1059,1,74,75
vllm,meta-llama/Llama-3.1-8B-Instruct,252.0,128,True,1.0,,20.0,296.001493227305,39.078334733513834,128.9862385321101,5336.522617693691,1090,25.32060191700547,89,460.0,2900.0,3400.0,4600.0,7600.0,8600.0,8700.0,34,56,63,65,1177,1,85,86
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,0.125,32.44332949786136,21.868546952244415,129.0,2853.4858863373906,6,0.1289085044003051,32,33,33,33,2900.0,2900.0,2900.0,2900.0,22,22,22,22,7,0,0,0
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,0.5,43.798534239893065,22.4334396398326,129.07692307692307,2939.405768218701,26,0.5830978721325534,45,52,63,63,2900.0,3000.0,3000.0,3000.0,22,23,23,23,29,0,2,2
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,1.0,46.6163646498764,22.922028274900935,128.96296296296296,3002.7112186696654,54,1.1866692002684132,45,72,74,74,3000.0,3200.0,3200.0,3200.0,23,24,24,24,58,0,3,3
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,2.0,51.56650674762204,23.89710537299933,129.02727272727273,3134.985307791397,110,2.405195111807505,48,84,87,88,3000.0,3500.0,3600.0,3600.0,23,27,27,27,117,0,6,6
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,4.0,61.02250345847759,25.279294786910082,129.0316742081448,3322.8287721896645,221,4.867890200715953,49,130.0,140.0,140.0,3200.0,4000.0,4200.0,4200.0,24,30,31,32,235,0,13,13
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,6.0,69.89188822164985,27.682647475758845,128.98791540785498,3640.664381185389,331,7.323848960033371,53,150.0,180.0,270.0,3400.0,4400.0,4700.0,4800.0,26,33,35,35,353,1,20,21
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,8.0,81.04027827379089,29.187200142612355,128.99319727891157,3845.995386705265,441,9.816110141319305,56,180.0,260.0,460.0,3600.0,4900.0,5300.0,5300.0,27,36,39,40,471,1,28,29
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,10.0,94.10060119093268,31.01458801324293,128.97623400365632,4093.5201523112564,547,12.36677369104636,60,260.0,610.0,1100.0,3700.0,5400.0,5800.0,6000.0,29,40,43,48,586,1,37,38
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,12.0,109.24765045814583,32.87141608621365,128.98939393939395,4349.316283181013,660,15.004949414137473,64,290.0,610.0,1000.0,3800.0,6000.0,6600.0,6700.0,29,44,49,49,706,0,45,45
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,14.0,141.7582655903184,36.42922609046645,129.00655307994757,4841.21723712616,763,18.150824330274684,68,310.0,1400.0,1900.0,4000.0,7200.0,7800.0,7900.0,31,54,58,59,824,1,59,60
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,16.0,144.50448231763065,37.082974764393676,128.98970251716247,4927.893948568366,874,20.261441777048258,72,320.0,1500.0,2000.0,4200.0,7100.0,7800.0,7900.0,32,53,58,60,941,0,66,66
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,18.0,240.046820977028,39.85819292175773,128.98061224489797,5380.995212849087,980,23.00673511062162,90,420.0,2200.0,2600.0,4600.0,7800.0,8700.0,8800.0,34,59,64,65,1060,1,78,79
vllm,meta-llama/Llama-3.1-8B-Instruct,508.0,128,True,1.0,,20.0,379.1346587437059,42.01278736329448,128.98980537534754,5798.32536921417,1079,25.529675874464452,99,960.0,3600.0,4100.0,4900.0,8400.0,9100.0,9200.0,37,61,67,69,1177,2,95,97
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,0.125,33.797107656331114,22.03529790189425,129.0,2876.3505370006897,6,0.12989438695929276,34,35,35,35,2900.0,2900.0,2900.0,2900.0,22,22,22,22,7,0,0,0
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,0.5,46.13476069733644,22.633277754063787,129.07692307692307,2967.575670770692,26,0.5899820726486857,46,65,66,66,3000.0,3100.0,3100.0,3100.0,23,23,23,23,29,0,2,2
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,1.0,48.95224990064485,23.077214378741914,129.0,3025.9129047583515,54,1.1959428900564886,46,76,79,79,3000.0,3200.0,3300.0,3300.0,23,24,25,25,58,0,3,3
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,2.0,54.44084129888903,24.303249616634925,129.01818181818183,3190.0117790908553,110,2.4248182398453575,50,94,97,98,3100.0,3600.0,3700.0,3700.0,24,27,28,28,117,0,6,6
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,4.0,66.65017451812847,25.95065268534579,128.99095022624434,3413.989446387727,221,4.9098643149971775,51,150.0,170.0,170.0,3200.0,4200.0,4300.0,4400.0,25,31,33,33,235,0,13,13
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,6.0,78.27512777953484,28.858277235162863,129.02719033232628,3801.6538633859445,331,7.42912056048167,57,200.0,210.0,470.0,3500.0,4800.0,5100.0,5100.0,27,36,38,38,353,0,21,21
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,8.0,90.20106170892446,30.6303196404275,128.984126984127,4041.052749226305,441,10.016784756405489,59,240.0,280.0,690.0,3700.0,5400.0,5700.0,5800.0,28,40,43,43,471,1,28,29
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,10.0,102.69752453186679,33.6980520396583,128.9817518248175,4449.057835813639,548,12.649702127147162,63,250.0,610.0,1100.0,3900.0,6300.0,6700.0,6800.0,30,47,50,51,588,0,39,39
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,12.0,122.53849763569211,36.002970532178246,129.00456621004565,4767.05887316123,657,15.405376378259923,66,330.0,1000.0,1500.0,4000.0,6900.0,7600.0,7600.0,31,52,56,56,706,0,48,48
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,14.0,199.01360673423528,38.99379040712466,128.98293963254594,5228.455752991549,762,18.156691871578,74,660.0,980.0,1400.0,4400.0,7800.0,8500.0,8600.0,33,56,61,62,824,1,60,61
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,16.0,206.31044853379078,42.651496394138206,129.01734104046244,5708.850047066054,865,20.943009905336496,95,490.0,1600.0,2100.0,4600.0,8500.0,9200.0,9200.0,35,63,68,69,942,4,72,76
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,18.0,312.68650259921196,44.40324220756772,129.02158273381295,6041.81286488731,973,23.3684731672143,100.0,560.0,2700.0,3200.0,5100.0,8600.0,9500.0,9600.0,39,64,69,70,1060,2,84,86
vllm,meta-llama/Llama-3.1-8B-Instruct,1020.0,128,True,1.0,,20.0,578.1036664788865,48.984170281373345,129.0,6896.988765039709,1069,26.32975152813424,120.0,1700.0,5100.0,5600.0,5600.0,9800.0,12000.0,12000.0,43,68,74,76,1177,1,106,107
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,0.125,36.55538617167622,22.21608000659463,129.0,2902.429707022384,5,0.13374970333411038,37,37,37,37,2900.0,2900.0,2900.0,2900.0,22,22,22,22,7,0,1,1
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,0.5,50.30517396964849,22.85569393215156,129.07692307692307,3000.4080847362416,26,0.5980532475487498,49,75,77,77,3000.0,3100.0,3200.0,3200.0,23,24,24,24,29,0,2,2
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,1.0,54.42971912109189,23.669304258292776,129.0,3107.76996844086,54,1.221596701817936,51,85,87,87,3100.0,3300.0,3400.0,3400.0,23,25,26,26,58,0,3,3
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,2.0,63.21080770153044,25.04540909705712,129.06363636363636,3295.5360876078803,110,2.477283575103604,52,120.0,140.0,140.0,3200.0,3900.0,3900.0,4000.0,24,29,29,30,117,0,6,6
vllm,meta-llama/Llama-3.1-8B-Instruct,2044.0,128,True,1.0,,4.0,78.17635443683174,27.571002391989406,129.00452488687782,3634.9484268944643,221,5.024656197253178,56,190.0,220.0,350.0,3300.0,4600.0,4800.0,4800.0,26,34,36,36,235,0,13,13
